name,address,city,postal,phone,website,email
Heron's Landing - Infant Toddler,5Th Fl - 6180 Walter Gage Rd,Vancouver,V6T 1S1,604-837-9232,,
Block 8 Academy - Spring Street,2626 Spring St,Port Moody,V3H 2G8,778-893-9706,,
Dream Castle Childcare Centre Ltd,3542 Highland Dr,Coquitlam,V3E 0K2,778-861-3456,,
Star Academy Of Montessori Corporation,13780 Westminster Hwy,Richmond,V6V 1A2,778-228-1233,,
Top Drawer Daycares Inc.,1300 Chartwell Dr,West Vancouver,V7S 2R3,604-218-7055,,
A1 Suncrest Daycare,7907 Suncrest Dr,Burnaby,V5J 3N4,778-986-9386,,
Bright Future Childcare Ltd,1784 Prairie Ave,Port Coquitlam,V3B 1V1,778-237-2677,,
Dover Learning Center - Ridge,22155 Lougheed Hwy,Maple Ridge,V2X 5V3,604-551-3401,,
Creative Path Daycare 02,8681 150 St,Surrey,V3S 5G1,778-707-6579,,
Kitsilano Neighbourhood House Hudson Preschool,1530 Maple St,Vancouver,V6J 3L3,604-733-8674,,
Kitsilano Neighbourhood House Hudson School Age Care,1530 Maple St,Vancouver,V6J 0H8,604-731-1618,,
Regent Early Learning Centre,5950 179 St,Surrey,V3S 4J9,604-576-6313,,
Mm Learning Inc. Fraserview,2228 Fraserview Dr,Vancouver,V5P 2N4,778-895-3185,,
Mia Montessori Academy,110-6111 Dyke Rd,Richmond,V7E 3R3,236-885-1885,,
Baby Angel Early Learning Inc,4536 Irmin St,Burnaby,V5J 1X7,778-885-6330,,
Abby Childcare Centre,2663 James St,Abbotsford,V2T 3L6,604-612-0439,,
Goldstone Childcare Centres Inc. - Newton,12296 71A Ave,Surrey,V3W 0M1,604-729-0543,,
A Wave Of Stars Childcare,1821 Barnet Hwy,Port Moody,V3H 1V9,604-715-7548,,
Tiny Timbers Children's Academy Ltd.,6323 197 St,Langley,V2Y 1K8,877-657-1741,,
Dream Builders Early Learning Centre,1116-1470 Prairie Ave,Port Coquitlam,V3B 5M8,604-552-8261,,
Smiling Kids Childcare Centre,1380 Coast Meridian Rd,Coquitlam,V3E 3H1,604-600-4393,,
Twig + Owl / Montroyal Elementary,133 - 5310 Sonora Dr,North Vancouver,V7R 3V8,604-929-5371,,
Angel Pines Center,2826 Cambridge St,Abbotsford,V2S 4C7,778-929-0213,,
Bright Light Learning Centre,8383 140 St,Surrey,V3W 5K9,778-318-6486,,
Green Valley Sunshine Kids,7332 Grand St,Mission,V2V 3S1,778-347-4242,,
Shine & Grow Learning Centre,359 23Rd St W,North Vancouver,V7M 2B6,604-347-6444,,
Ssocc Heron Toddlers,12091 Cambie Rd,Richmond,V6V 1G5,604-362-7928,,
Ssocc Heron Junior Kindergarten,12091 Cambie Rd,Richmond,V6V 1G5,604-362-7928,,
Goodwin Academy Daycare,2-10468 Whalley Blvd,Surrey,V3T 4H5,604-518-7531,,
Gobind Sarvar Childcare Center,8922 168 St,Surrey,V4N 6G7,778-552-4030,,
Happyland Infant And Toddler Daycare (Dundas),4212 Dundas St,Burnaby,V5C 1B1,778-883-9030,,
Blue Castle Kidz Academy,808 Dublin St,New Westminster,V3M 2Y6,778-989-2574,,
Super Dooper Childcare Centre,3328 Turner Ave,Coquitlam,V3E 3B9,604-790-9956,,
Marin Learning Center,5110 Marine Dr,Burnaby,V5J 3G6,604-283-4088,,
Mm Learning Inc Victoria 61,2043 E 61St Ave,Vancouver,V5P 2K4,778-895-3185,,
Ilm-Fairview,12209 206 St,Maple Ridge,V2X 1T8,250-585-7898,,
Nurture & Grow Learning Center,24497 Fraser Hwy,Langley,V2Z 2L2,604-779-1424,,
"Blessed Generations Academy - Canada Way, Burnaby",7837 Canada Way,Burnaby,V3N 3K8,604-618-4767,,
Champion Kids Learning Centre #2,20478 Fraser Hwy,Langley,V3A 4G2,778-321-8624,,
Watson Childcare Centre Iii,6583 Dayton Dr,Chilliwack,V2R 1V2,604-613-1148,,
Spring Daycare,306 22Nd St W,North Vancouver,V7M 2A4,604-779-1380,,
Goldstone Park - Basc,6287 146 Street,Surrey,V3S 3A3,604-501-5530,,
Little Stars Childcare Center E58th,969 East 58Th Ave,Vancouver,V5X 1W6,778-889-9654,,
Ladybird Montessori Learning Academy,8-1180 Pinetree Way,Coquitlam,V3B 7L2,778-285-1737,,
Polka Dot Early Learning,10-800 mcbride Blvd,New Westminster,V3L 2B8,604-724-4328,,
Mighty Cubs Childcare,15010 Ashby Pl,Surrey,V3S 5G2,672-515-6702,,
Ilm-Edith Mcdermott,12178 Bonson Rd,Pitt Meadows,V3Y 2L5,250-585-7898,,
Kiddie Club Childcare Center,22-32700 South Fraser Way,Abbotsford,V2T 4M5,778-963-8811,,
Langara Learning Center,142 51St Ave E,Vancouver,V5X 1C3,778-889-9654,,
Happy Gogo Childcare Centre,7928 14Th Ave,Burnaby,V3N 2B4,778-320-9988,,
Bright Cross Learning Center,13639 108 Ave,Surrey,V3T 2K4,778-789-8222,,
Quinton Childcare,1950 Quinton Ave,Coquitlam,V3J 3K5,604-655-7718,,
Organic Early Learning (Satellite),7501 6Th St,Burnaby,V3N 3M2,604-765-9982,,
Season Explorations Childcare,4534 Gladstone St,Vancouver,V5N 4Z9,778-316-6111,,
Smiley Daycare Boundary,1133 Boundary Rd,Vancouver,V5K 4T4,778-855-4318,,
Burke Village Academy,3516 Forst Ave,Coquitlam,V3B 2W7,778-723-5650,,
Pioneering Minds Childcare Ltd,6079 Marine Drive,Burnaby,V3N 2X8,778-865-9183,,
Bean Sprouts,3323 23Rd Ave E,Vancouver,V5R 1B8,778-997-1058,,
Little Oak Childcare Centre (Stride Burnaby),7171 Stride Ave,Burnaby,V3N 1T8,778-898-6338,,
Pure Play Child Care Marshall Inc.,201-34314 Marshall Rd,Abbotsford,V2S 1L9,604-854-0327,,
A&N Academic Montessori School Ltd.,529 Queens Ave,New Westminster,V3L 1K2,778-387-8808,,
Peek-A-Boo Childcare Center Inc.,1119 Eyremount Dr,West Vancouver,V7S 2B9,778-996-3643,,
Blue Mountain Kids Academy Ltd,1045 Ridgeway Ave,Coquitlam,V3J 1S6,672-963-2024,,
Blessings Miracles Daycare Centre Ltd.,4041 200B St,Langley,V3A 1P1,778-863-5511,,
Kids' Heaven Learning Centre,3737 Sutherland St,Port Coquitlam,V3B 7C2,778-951-3953,,
Kidz Hub Early Learning Centre Inc.,1-31895 Lougheed Hwy,Mission,V2V 0K8,604-590-6771,,
Moloo's Learning Centre 59Th,1340 E 59Th Ave,Vancouver,V5X 1Z1,778-867-3185,,
Pretty Angels Daycare,8148 18Th Ave,Burnaby,V3N 1K1,236-862-5435,,
Little Steps Child Care Center,4160 Williams Rd,Richmond,V7E 1J8,778-233-2368,,
Tweety Blue Bird Ii,425 56Th Ave E,Vancouver,V5X 1R5,778-855-9546,,
Anna's Greenhouse Daycare,220 Bernatchey St,Coquitlam,V3K 4C3,778-859-8010,,
Service De Garde Les Aventuriers,4275 Crown St,Vancouver,V6S 2K3,236-992-7149,,
Pure Play Child Care Eagle Landing,8249 Eagle Landing Parkway,Chilliwack,V2R 0P9,604-854-0327,,
Ramo Childcare Center,4895 Mackenzie St,Vancouver,V6L 2R7,604-365-8128,,
Kidscool Early Learning Centre Nw,337 6Th St,New Westminster,V3L 3A8,604-767-9726,,
Quality Time Childcare Centre,31668 South Fraser Way,Abbotsford,V2T 1T9,778-551-3099,,
Mini Miracles Children Centre,1102 Ridgeway Ave,Coquitlam,V3J 1S9,604-790-1102,,
Taylin Child Care Summerfield,17371 1St Ave,Surrey,V3Z 8L2,604-349-4066,,
All My Kids Ltd,1710 Harbour Dr,Coquitlam,V3J 5W2,778-835-6104,,
Growing Tree Toddler Center,7759 204A St,Langley,V2Y 4K3,778-246-2234,,
Autumn Childcare Centre #1,46185 Olds Dr,Chilliwack,V2P 0B5,778-552-8012,,
Khalsa Childcare Centre - Ch,14988 76 Ave,Surrey,V3S 6Z4,604-897-0954,,
Gobind Sarvar Preschool & School Age,8820 168 St,Surrey,V4N 6G7,778-552-4030,,
Silly Moose Academy,2641 Panorama Dr,Coquitlam,V3E 2W1,778-822-7537,,
Vista Child Centre,2942 Valleyvista Dr,Coquitlam,V3E 2P4,604-522-6466,,
Westwood Kids Castle Childcare,2921 Valleyvista Dr,Coquitlam,V3E 2P3,604-649-6860,,
Legendary Leaders And Explorers Childcare Centre Chilliwack,45160 Deans Ave,Chilliwack,V2P 7B1,604-763-2023,,
Growing Hands-Austin Heights Childcare Centre,103-1001 Austin Ave,Coquitlam,V3K 3N9,778-899-1797,,
Maven House Childcare Center,19330 Fairway Drive,Surrey,V3S 0B7,604-512-0406,,
Peachy Keen Early Learning Ltd,14973 88 Ave,Surrey,V3S 2S4,778-954-9993,,
Annar Fine Art Academy Childcare Ltd,3013 Spring St,Port Moody,V3H 4B6,778-822-7120,,
Ikoka Childcare Learning Center 57Th,1025 57Th E Ave,Vancouver,V5X 1T4,778-861-7446,,
Ic Early Learning Center (Sardis B),4845 Sardis St,Burnaby,V5H 1L4,604-500-5559,,
Kids Academy Daycare,361 Pembina St,New Westminster,V3M 5J5,604-600-3019,,
Cheam Elementary School Age Care,9895 Banford Rd,Chilliwack,V2P 6H3,604-798-0955,,
Joyful Lambs Daycare,6995 202B St,Langley,V2Y 2Z6,250-884-5332,,
Salt And Pepper Infant/Toddler Group Daycare,9691 Aquila Rd,Richmond,V7A 3R1,604-353-2152,,
Liliom Childcare,720 9Th St E,North Vancouver,V7L 2B9,604-655-4143,,
Bright Kiddo Childcare Ltd,717 Poirier St,Coquitlam,V3J 6B5,778-833-1137,,
Lucky Duckling Daycare,45212 Oliver Cres,Chilliwack,V2R 2J6,236-380-3100,,
Maple House Academy,2979  W 41St Ave,Richmond,V6N 3C8,604-368-3361,,
Lively Days Childcare Centre,42479 Yarrow Central Rd,Chilliwack,V2R 5C8,604-845-8717,,
Penguin And Panda Childcare,1659 Manning Ave,Port Coquitlam,V3B 1K7,778-881-0530,,
Apple Island Childcare,6859 Dow Ave,Burnaby,V5J 3X1,604-721-7488,,
Twig And Owl / Hardy,2668 Hardy Crescent,North Vancouver,V7H 1K2,604-929-5371,,
Pebble Lane Early Learning White Rock,15670 Columbia Ave,White Rock,V4B 1L1,604-560-8353,,
Blossoms@Bellevue Academy (Mountain Hwy),102-277 Mountain Hwy,North Vancouver,V7J 3T6,778-288-0052,,
Watch Me Grow Early Learning Centre,9635 137 St,Surrey,V3T 4G8,778-239-0449,,
Cefa Morgan Crossing East,101-15400 Croydon Dr,Surrey,V3Z 1K1,778-241-7917,,
Happy Kids Castle Daycare Inc,19004 119 Ave,Pitt Meadows,V3Y 1X8,778-882-1985,,
Woodpecker Infant Toddler Care,8482 214A St,Langley,V1M 2K6,236-990-1366,,
Glitter And Sparkly Childcare Ltd,27123 River Rd,Maple Ridge,V2W 1M4,604-360-1247,,
Forest Cubs Childcare,20467 90 Cres,Langley,V1M 1A7,647-864-1234,,
Kids First Montessori Preschool,15372 94 Ave,Surrey,V3R 1E3,778-895-0007,,
House Of Montessori Daycare,6599 Berkeley St,Vancouver,V5S 2J5,604-417-1505,,
Kidsrus Early Learning Center Oak Street,1007 51St Ave W,Vancouver,V6P 1C2,604-767-0439,,
Mira's Happy House@ St. Anthony Elementary School,595 Keith Rd,West Vancouver,V7T 1L8,604-723-1494,,
Lni Childcare Learning Centre,8090 Atchelitz Rd,Chilliwack,V2R 4H4,604-446-7721,,
Sunny Valley Early Learning Centre,"201-203, 7592 Vedder Rd Chilliwack Bc V2r 5V9",Chilliwack,V2R 5V9,778-683-5791,,
A & B Early Learning Centre,6327 Berwick Crt,Burnaby,V5E 4C3,778-995-2628,,
Beautiful Blessings Learning Centre Inc,103-1785 Clearbrook Rd,Abbotsford,V2T 5X5,778-865-9816,,
Cela Afterschool Learning,6640 Blundell Rd,Richmond,V7C 1H8,778-951-3438,,
Little Moon Childcare Ltd,23106 135 Ave,Maple Ridge,V4R 0E6,778-251-2740,,
All Bright Early Learning Center Metro,5620 Oakglen Dr,Burnaby,V5H 3M5,778-316-5360,,
Kids Town Childcare Centre,101-104 - 32559 Logan Ave,Mission,V2V 6W8,604-388-0707,,
Blossoms & Roots Childcare - Crescent Park,12752 28 Ave,Surrey,V4A 2P4,778-871-3043,,
Lni Childcare Learning Centre,9220 Sitka Pl,Chilliwack,V2P 0H8,604-446-7721,,
Burnaby-South Childcare Centre,7225 Gilley Ave,Burnaby,V5J 4W9,604-808-7623,,
The Growing Grove Childcare,3685 Napier St,Vancouver,V5K 2Y1,672-355-3685,,
Brickwater Early Learning,116-22633 Selkirk Ave,Maple Ridge,V2X 1C7,604-720-4809,,
Little Sketch Child Care,8256 202 St,Langley,V2Y 0Y9,778-580-8566,,
Tanpopo Child Care Inc.,2-2105 Scarboro Ave,Vancouver,V5P 2L2,236-480-0043,,
Monarch Montessori Academy,2079 30Th Ave W,Vancouver,V6J 3A4,604-563-9511,,
Academics Prekindergarten Yvr,400- 3600 Lysander Ln,Richmond,V7B 1C3,604-861-9074,,
Little Lamb Christian Montessori Children House,21811 52A Ave,Langley,V2Y 1L3,778-908-8938,,
Secret Heart Academy - Wellington,45820 Wellington Ave,Chilliwack,V2P 2C9,604-402-4300,,
Hava Childcare Academy,113 - 11300 Pazarena Pl,Maple Ridge,V2X 5P1,604-441-3900,,
Toma’S Montessori Childcare - Surrey,13526 King George Blvd,Surrey,V3T 2T7,778-773-8507,,
Crescent Heights Academy Child Care-Diamond,18620 56Th Ave,Surrey,V3S 1G1,604-427-2282,,
Grenfell School Age Child Care Centre,5987 Prince Albert St,Vancouver,V5W 3E2,604-434-9994,,
Central City Garden Daycare,9970 Semiahmoo Rd,Surrey,V3T 3M7,604-879-9939,,
Power Play Early Learning,15000 54A Ave,Surrey,V3S 5X7,604-372-3725,,
Bright Early Learning Academy,46340 Strathcona Rd,Chilliwack,V2P 3T3,778-704-8822,,
B Kids Daycare,3060 148Th St,Surrey,V4P 0G8,778-998-5437,,
Kidsrus Early Learning Center Sunset,286 E 53Rd Ave,Vancouver,V5X 1H9,604-767-0439,,
Amazing Grace-Sunrise Out Of School Care,3977 Albert St,Burnaby,V5C 2E2,604-716-6352,,
Royal Academy Langley,6656 Glover Rd,Langley,V2Y 0W9,778-233-8811,,
Swan Childcare,20040 40A Ave,Langley,V3A 2Y5,778-706-2000,,
1 Step 2 Steps Child Care,9422 Coote St,Chilliwack,V2P 6B5,604-885-8439,,
Bright Genius Academy Childcare Center,1508 Shore View Pl,Coquitlam,V3E 0J6,236-965-4536,,
Adonai Childcare,41995 Yarrow Central Rd,Chilliwack,V2R 5E7,604-845-4964,,
Happy Bears Early Learning Centre #2,626-10833 160 St,Surrey,V4N 1P3,778-877-0869,,
Cefa White Rock,301 - 1589 George St,White Rock,V4B 0C6,778-565-1124,,
St. Giles Preschool,3737 27Th Ave W,Vancouver,V6S 1R2,604-325-0114,,
S.M.A.T. Child Care Center,631 Thompson Ave,Coquitlam,V3J 3Z9,778-996-8236,,
Smiling Sunshine Childcare,1467 Hockaday St,Coquitlam,V3E 2X2,604-600-4393,,
Max'inux Childcare Jinkerson,6113 Rexford Dr,Chilliwack,V2R 0L3,604-786-5990,,
Cariboo Kids Daycare,7200 Cariboo Rd,Burnaby,V3N 4A7,604-527-7200,,
Mom's Garden Daycare,8691 Armstrong Ave,Burnaby,V3N 2H4,604-868-5494,,
Lingo Sunshine Academy,6026 Dover Road,Richmond,V7C 3L1,604-727-6758,,
Kidtopia Children's House,6745 Hastings St.,Burnaby,V5B 1S6,604-565-6555,,
Sunnyside Montessori Daycare #2,16656 18A Ave,Surrey,V3Z 1A2,778-858-6218,,
Royal Academy On Canada Way,4692 Canada Way,Burnaby,V5G 1K8,778-322-0288,,
My Forest Daycare,19654 73C Ave,Langley,V2Y 3R5,778-713-0705,,
Rose Child Care Centre,119 3Rd St W,North Vancouver,V7M 1E7,672-982-3484,,
Happy Little Bunnies,20936 80B Avenue,Langley,V2Y 0R2,778-680-4611,,
Dasmesh Childcare Centre Ltd,13802 Franklin Rd,Surrey,V3R 5K9,604-700-6137,,
I Love Childcare,19319 67Th Ave,Surrey,V4N 1M7,778-681-0525,,
Bright Cross Learning Center,7940 - 118 Street,Delta,V4C 6H1,778-789-8222,,
Ma Montessori Daycare & Preschool,3078 Renfrew St,Vancouver,V5M 3K6,236-986-9760,,
Blossoms & Roots Childcare - White Rock,1519 Oxford St,White Rock,V4B 3R7,778-871-3043,,
Aloha Childcare Centre,6338 Neville St,Burnaby,V5E 1A6,604-720-0076,,
Baby Shark,7308 Main Street,Vancouver,V5X 3J5,778-829-9650,,
Cloverdale Village Early Learning Centre,5855 176A St,Surrey,V3S 4H6,672-999-0380,,
Tiny Scholars Playschool - Newton,13857 68Th Ave,Surrey,V3W 2G9,604-337-9333,,
Pebbles & Piaget Early Learning Kingsway Ii,3528 Kingsway,Vancouver,V5R 5L7,778-919-3797,,
Cuddly Cubs Childcare,11564 Creekside St,Maple Ridge,V2W 2B9,365-338-5888,,
Kidsrus Early Learning Center Main Street,7007 Main St,Vancouver,V5X 1K6,604-767-0439,,
Little Masters Childcare Center,1322 Whitsell Ave,Burnaby,V5C 5E4,778-316-5010,,
Happy Bears Early Learning Center,16159 108A Ave,Surrey,V4N 1P1,778-877-0869,,
The Children's Centre At A.J. mclellan Elementary,119 - 16545 61St Ave,Surrey,V3T 4A6,778-829-0025,,
Cefa Campbell Heights,200 - 19255 28Th Ave,Surrey,V3Z 9V2,778-241-7917,,
Adventure House Early Learning Childcare,8187 12Th Ave,Burnaby,V3N 2L3,236-509-4447,,
Chimney Hill Out Of School Care Program,14755 74Th Avenue,Surrey,V3S 8Y8,604-816-2253,,
Bright Steps,2950 Blue Jay St,Abbotsford,V2T 5P5,778-345-7601,,
Ga Preschool Childcare,16870 80 Ave,Surrey,V4N 5A1,778-872-9988,,
Smart Starters Child Care Centre 2,18990 62Nd Ave,Surrey,V3S 8S4,778-990-3993,,
Birdhouse Montessori,591 St Giles Rd,West Vancouver,V7S 1L7,778-988-5351,,
Honey Bees Daycare,3168 Pier Dr,Coquitlam,V3C 5S5,778-325-1378,,
Edmonds Childcare Centre,7496 Edmonds St,Burnaby,V3N 1B2,778-227-8930,,
Grassroots Early Learning And Care,3066 E 23Rd Ave,Vancouver,V5R 1B3,672-999-5287,,
Baby Square Daycare,4045 Union St,Burnaby,V5C 2W9,778-302-6919,,
Growville Early Learning,1613 Capilano Rd,North Vancouver,V7P 3P6,604-652-3875,,
New Direction Academy Bowen,3731 Bowen Dr,Richmond,V7C 4C8,778-862-5478,,
The Creative Kids Childcare Centre,150 E 63Rd Ave,Vancouver,V5X 2J6,647-237-8021,,
Shining Smile Childcare Centre,3976 W 38Th Ave,Vancouver,V6N 2Y6,778-387-7768,,
Pinetree Childcare Centre - Willoughby,7876 211B St,Langley,V2Y 0H5,778-321-7819,,
Westside Montessori Academy,668 E 20Th Ave,Vancouver,V5V 1M9,604-336-6247,,
Lidel Angels Childcare,1585 Salal Cres,Coquitlam,V3E 2Y3,604-446-4145,,
Ark And Rainbow Child Care,4869 Colbrook Crt,Burnaby,V5G 3Y3,845-006-8666,,
Cubs On Kent Daycare,8942 Glenwood St,Chilliwack,V2P 3Z6,778-552-7713,,
Cribs To Crayons Daycare Ltd - Surrey,12469 104 Ave,Surrey,V3V 6A2,604-537-3444,,
3 Angels Children's Centre,1415 Noons Creek Dr,Coquitlam,V3E 2T7,778-885-4308,,
Weave Childcare Centre,3905 Norland Ave,Burnaby,V5G 4T8,778-321-5467,,
Eagle Harbour Montessori Childcare,5575 Marine Drive,West Vancouver,V7W 2R4,604-783-6604,,
Tyson Elementary School Age Care,45170 South Sumas Rd,Chilliwack,V2P 2P9,604-798-0955,,
Chapter One Childcare,6654 Willoughby Way,Langley,V2Y 1K5,236-978-9252,,
Max'inux Childcare Inc,4351 Meighen Pl,Abbotsford,V3G 3C5,604-786-5990,,
Maple Caspian Kids Academy,"102, 103-1041 Ridgeway Ave",Coquitlam,V3J 1S6,604-413-3094,,
Twig +Owl/ Walpole,2709 Walpole Crescent,North Vancouver,V7H 1K7,604-929-5371,,
I Kids+ Learning Centre,21003 76A Ave,Langley,V2Y 0L1,778-855-1425,,
B Kids Daycare Langley,109-110 - 20631 Fraser Hwy,Langley,V3A 4G4,778-773-4990,,
B Kids Daycare Langley,101 - 20633 Fraser Hwy,Langley,V3A 4G4,778-773-4990,,
Shining Stars Learning Academy (Abbotsford),2556 Montrose Ave,Abbotsford,V2S 3T3,604-316-5853,,
Cefa Cottonwood,7544 Vedder Road,Chilliwack,V2R 4E7,604-426-2662,,
May's Garden Childcare,9970 159A St,Surrey,V4N 2K8,778-839-6826,,
Petals Child Care,21516 Dewdney Trunk Rd,Maple Ridge,V2X 3G4,236-838-4131,,
Windridge Park Childcare Center,931 Lytton St,North Vancouver,V7H 2M5,604-983-6504,,
Awesome Playtime (Apt) Daycare,849 Runnymede Ave,Coquitlam,V3J 2V3,778-877-0706,,
Light Childcare Center,102-7075 Vedder Road,Chilliwack,V2R 0X9,604-902-5255,,
Peninsula Montessori Academy Oak,10-989 W 28Th Ave,Vancouver,V5Z 0E8,778-994-1288,,
Weegrow Early Learning Centre,20505 76A Ave,Langley,V2Y 3T1,604-989-8077,,
Momentos De Ninos Childcare - Brentwood,1741 Springer Avenue,Burnaby,V5B 3M4,778-865-9183,,
Benjamin Childcare,6294 St Catherines St,Vancouver,V5W 3G6,604-355-5792,,
Merry Land Child Care,4475 Pandora Street,Burnaby,V5C 2B8,604-657-8133,,
Creator Childcare Learning Center,8408 Piper Cres,Chilliwack,V2P 7R8,778-594-4449,,
Maple House Infant Toddler Daycare-Tsawwassen,4790 Nixon Ave,Delta,V4M 1C6,778-668-5077,,
Cefa Panorama North,109 - 5577 153A St,Surrey,V3S 5K7,778-241-7917,,
Angel Smile Child Care,6969 Sussex Ave,Burnaby,V5J 3V1,778-885-6330,,
All Bright Early Learning Center Vancouver,1888 E 47Th Ave,Vancouver,V5P 4P4,778-859-8010,,
Little Einstein Learning Centre,46795 First Ave,Chilliwack,V2P 1X9,778-512-9945,,
Little Einstein Day Care (Annex Ii) Ltd,46610 Brooks Ave,Chilliwack,V2P 1C9,778-512-9945,,
Maple Kids Academy,10681 248Th St,Maple Ridge,V2W 1G6,604-902-7480,,
Chartwell Childcare,1106 Gilston Rd,West Vancouver,V7S 2E8,604-970-0008,,
Abc Kids World Learning Centre Surrey,13648 Grosvenor Rd,Surrey,V3R 5C9,604-897-6655,,
Butterfly Learning Centre Ltd,1790 Ioco Rd,Port Moody,V3H 5C5,778-928-3839,,
Little Oak Montessori,708 W 62 Avenue,Vancouver,V6P 2E2,778-951-8898,,
Orca Rising School Age Care,2330 E 37Th Avenue,Vancouver,V5R 2T3,604-324-6212,,
Marpole Neighbourhood House,8585 Hudson Street,Vancouver,V6P 4M3,604-484-9145,,
Little Creations Childcare Center Inc,22528 Lougheed Hwy,Maple Ridge,V2X 2V1,604-314-9266,,
Rowan Avenue Child Care Centre,4838 Rowan Ave,Burnaby,V5G 3T1,604-526-2522,,
Kaleidoscope Childcare,33083 Tunbridge Ave,Mission,V2V 6X9,604-814-1781,,
Kiddies Korner Preschool,948 Como Lake Ave,Coquitlam,V3J 7P9,604-941-4919,,
Toddlers Home Study Hall,10651 Caithcart Rd,Richmond,V6X 1N3,604-396-2771,,
Growing Tree It Center,20426 77A Ave,Langley,V2Y 4K3,778-246-2234,,
Child Connect Early Learning,1305 Taylor Wy,West Vancouver,V7T 2Y7,604-281-4410,,
Canyon Springs Montessori,18477 Old Dewdney Trunk Rd,Pitt Meadows,V3Y 1Z1,604-465-0597,,
Ssocc Heron After School Care,10116-3800 No 5 Rd,Richmond,V6X 2T7,604-377-8385,,
Lark Montessori Early Learning Centre (1468683 Bc Ltd),33323 South Fraser Way,Abbotsford,V2S 2B2,778-227-4692,,
Compass Educare - St. David,2475 Franklin St,Vancouver,V5K 1X3,604-312-0365,,
Joyful Adventure Child Care,5532 Cedardale Ct,Burnaby,V5B 2B8,778-697-2742,,
Dreamy Daisy Daycare Corp.,1519 Eagle Mountain Dr,Coquitlam,V3E 2Y6,778-898-4502,,
Mossy Creek Childcare,46017 Lewis Ave,Chilliwack,V2P 3E2,236-975-8877,,
2 Learn N' Play Early Learning Centre Inc,108 - 11018 126A St,Surrey,V3V 0G1,604-803-1078,,
Homera Daycare Center,1282 Hudson St,Coquitlam,V3B 7L7,778-834-3096,,
Brightsky Childcare Centre,666 E 63Rd Ave,Vancouver,V5X 2K4,778-919-2945,,
Joyful Ocean Academy,20409 83B Ave,Langley,V2Y 0R6,604-828-3703,,
Chilliwack Learning Centre,46024 Riverside Dr,Chilliwack,V2P 2K8,604-375-9494,,
Chilliwack Learning Centre,46018 Riverside Dr,Chilliwack,V2P 2K8,604-375-9494,,
New Direction Academy Williams,6560 Williams Rd.,Richmond,V7E 1K5,778-862-5478,,
Little Wish Childcare Centre,18932 70B,Surrey,V4N 5M6,778-988-7627,,
Meris Kids Inc.,1178 Laburnum Ave,Port Coquitlam,V3B 1K3,236-512-7975,,
Hatch Kids Learning Centre - Garden City Osc,8311 Garden City Rd,Richmond,V6Y 2P1,778-870-3611,,
Star Steps Daycare,110 - 30475 Cardinal Ave,Abbotsford,V2T 0E4,778-779-6088,,
"Sonshine Street Childcare Centre, Aldergrove",24687 56Th Ave,Langley,V2Z 1B9,604-309-7364,,
Premier Montessori Metrotown,6112 Sussex Ave,Burnaby,V5H 3C3,604-363-1333,,
Rainbow Dash Montessori Childcare,2943 Rosewood St,Port Coquitlam,V3B 3L8,778-681-0418,,
Giraffe Childcare Center,3925 Oxford St,Burnaby,V5C 1C4,778-512-3678,,
Kings And Queens Child Care Center Inc.,2940 272Nd St,Langley,V4W 3R4,778-394-1291,,
Gold Key Childcare Center,6141 Elgin Ave,Burnaby,V5H 3S3,778-388-6169,,
Hilltop Montessori Childcare,257 Montgomery St,Coquitlam,V3K 5E9,778-998-8976,,
Hula Bears Child Care,4556 Clinton Street,Burnaby,V5J 2K5,778-239-8818,,
Dover Learning Center -Maple Ridge,22611 Dewdney Trunk Rd,Maple Ridge,V2X 3K1,604-551-3401,,
Twinkle Town Day Care,1438 Frederick Rd,North Vancouver,V7K 1J7,604-366-2545,,
Quayside Child Care Centre,710 Quayside Dr,New Westminster,V3M 0P3,604-537-8481,,
Somewhere To Grow Montessori Childcare Centre 2,6195 136 St,Surrey,V3X 1H4,778-578-0329,,
Somewhere To Grow Montessori Childcare Centre 3,13580 62 Ave,Surrey,V3X 2J4,778-578-0329,,
Buckingham Little Stars Childcare Center,6130 Buckingham Pl,Burnaby,V5E 2A4,778-898-6338,,
Twig + Owl / Violet,2715 Violet St,North Vancouver,V7H 1H2,604-929-5371,,
Fraser Montessori Children's House,6858 Fraser St,Vancouver,V5X 3V1,778-996-0590,,
Yennadon Annex Active Kids Club,12854 232Nd St,Maple Ridge,V2X 6T9,604-467-7478,,
Inspirations Montessori School Newwest,204 - 810 Quayside Drive,New Westminster,V3M 6B9,604-566-8886,,
Little Town Childcare,4378 Imperial St,Burnaby,V5J 1A9,604-729-6655,,
Educare 2 Childcare Centre,5988 Leibly Ave,Burnaby,V5E 3C8,604-808-7623,,
Branches A Nature Play School,11736 Ridgecrest Dr,Delta,V4E 3A5,778-882-7736,,
Little Earthlings Childcare Ltd.,3871 Moncton St,Richmond,V7E 3A7,778-680-2639,,
Royal Academy,"101, 102, 103 & 104 - 10957 Barnston View Rd",Pitt Meadows,V3Y 0B6,604-465-8585,,
Royal Academy,201 - 10958 Barnston View Rd,Pitt Meadows,V3Y 0B8,604-460-8585,,
Gentle Giants Daycare- Greendale,2 - 6396 Sumas Prairie Rd,Chilliwack,V2R 4N6,604-217-7394,,
